DATE_KEY,LAT_KEY,LON_KEY,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,Water_Mass_M_WK,SST_source,Frontal_source,Chlorophyll_source,Salinity_source
2002-07-24,32.31,-80.2,29.395293529411763,0.3437764444444444,2.52970115,,452.28,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2004-07-04,32.1,-80.65,27.87366265116279,0.93829843,5.2090526,,281.7906976744186,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2003-09-23,40.38,-73.78,20.52299976666666,0.3654021666666667,3.625834373333333,,47.7,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2016-11-17,30.42,-81.37,21.25388872222222,0.9947141318181818,5.426662259999999,,145.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2017-01-11,30.44,-81.32,15.95249975,2.207297713333333,1.3537578,,221.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2009-12-08,39.35,-74.4,9.535,1.668778358333333,5.64992405,,451.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2005-11-10,47.85,-63.74,4.789999933333333,0.0,0.9458014285714286,,410.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2003-05-26,30.45,-81.16,24.860099679999998,0.086831724,1.472185972,,287.96,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2015-03-26,31.12,-81.2,15.995,0.0,5.347397031428571,,45.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2005-09-29,41.9,-70.35,16.459785514285713,0.0994349905142857,2.0848082828571437,,197.3142857142857,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2013-08-03,46.68,-61.02,19.9909996,0.0777361466666666,2.459342970588235,,278.7142857142857,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2012-04-03,41.38,-68.27,7.1768964517241365,0.0859406871428571,3.731812727586207,,242.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2011-06-18,42.17,-66.05,11.589416533333331,0.2565581803448276,1.0259946963333335,,160.4,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2011-10-05,30.79,-81.23,26.570732800000005,0.8054476056,2.313793404,,44.04,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2002-03-03,44.91,-66.62,,,,,,,,,
2010-05-09,42.08,-70.13,9.1589998,1.2702313866666666,12.697353325000003,,43.2,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2006-07-31,41.0,-70.42,20.5266664,0.1802706846666666,1.0088006353333334,,71.66666666666667,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2013-05-17,36.98,-75.72,16.534666466666668,0.4138328828571428,2.8482575333333333,,124.6,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2015-10-22,32.42,-80.23,20.882166400000003,0.7284509613333334,5.3882624898734175,,67.23333333333333,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
